"","X39.3212121212121","X0","X0.1","X0.5","X25","X3","X1"
"98",42.1575757575758,75,2,1.5,35,3,1
"99",55.9515151515152,100,2,1.5,35,3,1
"100",57.3333333333333,100,2,1.5,35,3,1
"101",44.5090909090909,0,5,0.5,35,3,1
"102",44.6787878787879,0,5,0.5,35,3,1
"103",36.9939393939394,25,5,0.5,35,3,1
"104",37.3818181818182,25,5,0.5,35,3,1
"105",34.1333333333333,50,5,0.5,35,3,1
"106",34.1575757575758,50,5,0.5,35,3,1
"107",46.4727272727273,75,5,0.5,35,3,1
"108",45.0666666666667,75,5,0.5,35,3,1
"109",60.8242424242424,100,5,0.5,35,3,1
"110",60.630303030303,100,5,0.5,35,3,1
"111",45.5272727272727,0,5,1.5,35,3,1
"112",44.8727272727273,0,5,1.5,35,3,1
"113",38.1575757575758,25,5,1.5,35,3,1
"114",39.030303030303,25,5,1.5,35,3,1
"115",37.1151515151515,50,5,1.5,35,3,1
"116",36.4848484848485,50,5,1.5,35,3,1
"117",47.3212121212121,75,5,1.5,35,3,1
"118",47.6363636363636,75,5,1.5,35,3,1
"119",63.3454545454546,100,5,1.5,35,3,1
"120",64.5333333333333,100,5,1.5,35,3,1
"121",36.1212121212121,0,0,0.5,45,3,1
"122",36,0,0,0.5,45,3,1
"123",26.2787878787879,25,0,0.5,45,3,1
"124",27.4666666666667,25,0,0.5,45,3,1
"125",25.769696969697,50,0,0.5,45,3,1
"126",25.1636363636364,50,0,0.5,45,3,1
"127",37.4545454545455,75,0,0.5,45,3,1
"128",36.8727272727273,75,0,0.5,45,3,1
"129",47.6606060606061,100,0,0.5,45,3,1
"130",49.7212121212121,100,0,0.5,45,3,1
"131",37.3818181818182,0,0,1.5,45,3,1
"132",37.3090909090909,0,0,1.5,45,3,1
"133",27.4909090909091,25,0,1.5,45,3,1
"134",28.2424242424242,25,0,1.5,45,3,1
"135",28.3878787878788,50,0,1.5,45,3,1
"136",27.0545454545455,50,0,1.5,45,3,1
"137",40.0242424242424,75,0,1.5,45,3,1
"138",38.5939393939394,75,0,1.5,45,3,1
"139",52.1212121212121,100,0,1.5,45,3,1
"140",51.4424242424242,100,0,1.5,45,3,1
"141",39.6363636363636,0,2,0.5,45,3,1
"142",39.1515151515152,0,2,0.5,45,3,1
"143",30.230303030303,25,2,0.5,45,3,1
"144",30.4727272727273,25,2,0.5,45,3,1
"145",29.0424242424242,50,2,0.5,45,3,1
"146",28.4606060606061,50,2,0.5,45,3,1
"147",40.4121212121212,75,2,0.5,45,3,1
"148",41.3575757575758,75,2,0.5,45,3,1
"149",53.6969696969697,100,2,0.5,45,3,1
"150",55.2484848484848,100,2,0.5,45,3,1
"151",40.0727272727273,0,2,1.5,45,3,1
"152",40.3393939393939,0,2,1.5,45,3,1
"153",31.6848484848485,25,2,1.5,45,3,1
"154",31.2727272727273,25,2,1.5,45,3,1
"155",32.5818181818182,50,2,1.5,45,3,1
"156",30.8363636363636,50,2,1.5,45,3,1
"157",43.5636363636364,75,2,1.5,45,3,1
"158",42.3030303030303,75,2,1.5,45,3,1
"159",56.8242424242424,100,2,1.5,45,3,1
"160",57.2606060606061,100,2,1.5,45,3,1
"161",44.0969696969697,0,5,0.5,45,3,1
"162",43.8060606060606,0,5,0.5,45,3,1
"163",36.4121212121212,25,5,0.5,45,3,1
"164",36.5333333333333,25,5,0.5,45,3,1
"165",33.7212121212121,50,5,0.5,45,3,1
"166",35.5636363636364,50,5,0.5,45,3,1
"167",46.2060606060606,75,5,0.5,45,3,1
"168",46.1090909090909,75,5,0.5,45,3,1
"169",60.8,100,5,0.5,45,3,1
"170",60.969696969697,100,5,0.5,45,3,1
"171",45.0424242424242,0,5,1.5,45,3,1
"172",44.9939393939394,0,5,1.5,45,3,1
"173",38.4727272727273,25,5,1.5,45,3,1
"174",38.6424242424242,25,5,1.5,45,3,1
"175",36.8969696969697,50,5,1.5,45,3,1
"176",35.9515151515152,50,5,1.5,45,3,1
"177",48,75,5,1.5,45,3,1
"178",47.5636363636364,75,5,1.5,45,3,1
"179",63.9515151515151,100,5,1.5,45,3,1
"180",63.1515151515151,100,5,1.5,45,3,1
"181",39.4181818181818,0,0,0.5,25,3,2
"182",39.3454545454545,0,0,0.5,25,3,2
"183",29.2121212121212,25,0,0.5,25,3,2
"184",28.7272727272727,25,0,0.5,25,3,2
"185",26.230303030303,50,0,0.5,25,3,2
"186",26.0848484848485,50,0,0.5,25,3,2
"187",35.6121212121212,75,0,0.5,25,3,2
"188",35.1030303030303,75,0,0.5,25,3,2
"189",47.1515151515151,100,0,0.5,25,3,2
"190",47.9272727272727,100,0,0.5,25,3,2
"191",40.8242424242424,0,0,1.5,25,3,2
"192",39.9515151515151,0,0,1.5,25,3,2
"193",30.9090909090909,25,0,1.5,25,3,2
"194",30.1090909090909,25,0,1.5,25,3,2
"195",27.5636363636364,50,0,1.5,25,3,2
"196",26.3272727272727,50,0,1.5,25,3,2
"197",36.0969696969697,75,0,1.5,25,3,2
"198",37.0666666666667,75,0,1.5,25,3,2
"199",48.2181818181818,100,0,1.5,25,3,2
"200",49.8666666666667,100,0,1.5,25,3,2
"201",42.5212121212121,0,2,0.5,25,3,2
"202",42.3757575757576,0,2,0.5,25,3,2
"203",33.0666666666667,25,2,0.5,25,3,2
"204",32.969696969697,25,2,0.5,25,3,2
"205",28.8242424242424,50,2,0.5,25,3,2
"206",29.4545454545455,50,2,0.5,25,3,2
"207",38.8606060606061,75,2,0.5,25,3,2
"208",38.1818181818182,75,2,0.5,25,3,2
"209",50.0848484848485,100,2,0.5,25,3,2
"210",51.1757575757576,100,2,0.5,25,3,2
"211",43.5878787878788,0,2,1.5,25,3,2
"212",43.0545454545455,0,2,1.5,25,3,2
"213",33.5030303030303,25,2,1.5,25,3,2
"214",34.3757575757576,25,2,1.5,25,3,2
"215",31.2727272727273,50,2,1.5,25,3,2
"216",30.3515151515152,50,2,1.5,25,3,2
"217",39.830303030303,75,2,1.5,25,3,2
"218",39.3212121212121,75,2,1.5,25,3,2
"219",53.9151515151515,100,2,1.5,25,3,2
"220",51.4666666666667,100,2,1.5,25,3,2
"221",46.9333333333333,0,5,0.5,25,3,2
"222",46.9818181818182,0,5,0.5,25,3,2
"223",38.2060606060606,25,5,0.5,25,3,2
"224",38.7878787878788,25,5,0.5,25,3,2
"225",33.7454545454545,50,5,0.5,25,3,2
"226",32.8242424242424,50,5,0.5,25,3,2
"227",42.4969696969697,75,5,0.5,25,3,2
"228",40.9454545454545,75,5,0.5,25,3,2
"229",54.6666666666667,100,5,0.5,25,3,2
"230",54.7393939393939,100,5,0.5,25,3,2
"231",48.1454545454545,0,5,1.5,25,3,2
"232",48.2181818181818,0,5,1.5,25,3,2
"233",40.0969696969697,25,5,1.5,25,3,2
"234",40.8484848484849,25,5,1.5,25,3,2
"235",34.6181818181818,50,5,1.5,25,3,2
"236",34.6909090909091,50,5,1.5,25,3,2
"237",42.8606060606061,75,5,1.5,25,3,2
"238",43.6606060606061,75,5,1.5,25,3,2
"239",57.1151515151515,100,5,1.5,25,3,2
"240",57.0909090909091,100,5,1.5,25,3,2
"241",36.4848484848485,0,0,0.5,35,3,2
"242",36.0727272727273,0,0,0.5,35,3,2
"243",26.2545454545455,25,0,0.5,35,3,2
"244",26.6666666666667,25,0,0.5,35,3,2
"245",25.5030303030303,50,0,0.5,35,3,2
"246",25.3333333333333,50,0,0.5,35,3,2
"247",34.6424242424242,75,0,0.5,35,3,2
"248",36.0727272727273,75,0,0.5,35,3,2
"249",47.4666666666667,100,0,0.5,35,3,2
"250",47.4909090909091,100,0,0.5,35,3,2
"251",36.8969696969697,0,0,1.5,35,3,2
"252",37.1878787878788,0,0,1.5,35,3,2
"253",27.1515151515152,25,0,1.5,35,3,2
"254",26.4484848484848,25,0,1.5,35,3,2
"255",25.0909090909091,50,0,1.5,35,3,2
"256",26.5212121212121,50,0,1.5,35,3,2
"257",38.230303030303,75,0,1.5,35,3,2
"258",37.2363636363636,75,0,1.5,35,3,2
"259",49.2121212121212,100,0,1.5,35,3,2
"260",48.8727272727273,100,0,1.5,35,3,2
"261",39.5151515151515,0,2,0.5,35,3,2
"262",39.6606060606061,0,2,0.5,35,3,2
"263",29.4545454545455,25,2,0.5,35,3,2
"264",29.0424242424242,25,2,0.5,35,3,2
"265",26.8848484848485,50,2,0.5,35,3,2
"266",28.4606060606061,50,2,0.5,35,3,2
"267",37.3575757575758,75,2,0.5,35,3,2
"268",38.1818181818182,75,2,0.5,35,3,2
"269",50.7151515151515,100,2,0.5,35,3,2
"270",50.3272727272727,100,2,0.5,35,3,2
"271",40.4848484848485,0,2,1.5,35,3,2
"272",39.7818181818182,0,2,1.5,35,3,2
"273",31.8787878787879,25,2,1.5,35,3,2
"274",30.8606060606061,25,2,1.5,35,3,2
"275",29.3333333333333,50,2,1.5,35,3,2
"276",29.3818181818182,50,2,1.5,35,3,2
"277",40.5090909090909,75,2,1.5,35,3,2
"278",40.6060606060606,75,2,1.5,35,3,2
"279",51.1272727272727,100,2,1.5,35,3,2
"280",52.7272727272727,100,2,1.5,35,3,2
"281",43.7090909090909,0,5,0.5,35,3,2
"282",43.7333333333333,0,5,0.5,35,3,2
"283",35.7575757575758,25,5,0.5,35,3,2
"284",35.9515151515152,25,5,0.5,35,3,2
"285",32.3878787878788,50,5,0.5,35,3,2
"286",31.8060606060606,50,5,0.5,35,3,2
"287",42.569696969697,75,5,0.5,35,3,2
"288",41.5757575757576,75,5,0.5,35,3,2
"289",55.2727272727273,100,5,0.5,35,3,2
"290",54.4969696969697,100,5,0.5,35,3,2
"291",44.8,0,5,1.5,35,3,2
"292",44.8242424242424,0,5,1.5,35,3,2
"293",37.2848484848485,25,5,1.5,35,3,2
"294",36.1454545454545,25,5,1.5,35,3,2
"295",33.9878787878788,50,5,1.5,35,3,2
"296",34.7636363636364,50,5,1.5,35,3,2
"297",43.9757575757576,75,5,1.5,35,3,2
"298",43.5393939393939,75,5,1.5,35,3,2
"299",57.9151515151515,100,5,1.5,35,3,2
"300",57.2606060606061,100,5,1.5,35,3,2
"301",36.7757575757576,0,0,0.5,45,3,2
"302",35.9272727272727,0,0,0.5,45,3,2
"303",26.8606060606061,25,0,0.5,45,3,2
"304",26.4242424242424,25,0,0.5,45,3,2
"305",25.1393939393939,50,0,0.5,45,3,2
"306",25.3818181818182,50,0,0.5,45,3,2
"307",35.830303030303,75,0,0.5,45,3,2
"308",35.2727272727273,75,0,0.5,45,3,2
"309",47.8545454545455,100,0,0.5,45,3,2
"310",47.7090909090909,100,0,0.5,45,3,2
"311",36.6545454545455,0,0,1.5,45,3,2
"312",37.1151515151515,0,0,1.5,45,3,2
"313",27.2484848484848,25,0,1.5,45,3,2
"314",26.8606060606061,25,0,1.5,45,3,2
"315",26.3272727272727,50,0,1.5,45,3,2
"316",26.5939393939394,50,0,1.5,45,3,2
"317",36.9212121212121,75,0,1.5,45,3,2
"318",36.7515151515152,75,0,1.5,45,3,2
"319",48.4848484848485,100,0,1.5,45,3,2
"320",49.5757575757576,100,0,1.5,45,3,2
"321",39.7818181818182,0,2,0.5,45,3,2
"322",39.4666666666667,0,2,0.5,45,3,2
"323",29.5515151515152,25,2,0.5,45,3,2
"324",30.3757575757576,25,2,0.5,45,3,2
"325",26.9090909090909,50,2,0.5,45,3,2
"326",28.1454545454545,50,2,0.5,45,3,2
"327",37.6,75,2,0.5,45,3,2
"328",38.0363636363636,75,2,0.5,45,3,2
"329",50.1333333333333,100,2,0.5,45,3,2
"330",50.9333333333333,100,2,0.5,45,3,2
"331",39.369696969697,0,2,1.5,45,3,2
"332",39.6848484848485,0,2,1.5,45,3,2
"333",30.4484848484848,25,2,1.5,45,3,2
"334",30.6666666666667,25,2,1.5,45,3,2
"335",29.769696969697,50,2,1.5,45,3,2
"336",29.2363636363636,50,2,1.5,45,3,2
"337",38.569696969697,75,2,1.5,45,3,2
"338",39.5636363636364,75,2,1.5,45,3,2
"339",52.5818181818182,100,2,1.5,45,3,2
"340",51.4909090909091,100,2,1.5,45,3,2
"341",43.4181818181818,0,5,0.5,45,3,2
"342",42.9818181818182,0,5,0.5,45,3,2
"343",34.6666666666667,25,5,0.5,45,3,2
"344",35.5151515151515,25,5,0.5,45,3,2
"345",32.9939393939394,50,5,0.5,45,3,2
"346",31.369696969697,50,5,0.5,45,3,2
"347",40.5090909090909,75,5,0.5,45,3,2
"348",41.8181818181818,75,5,0.5,45,3,2
"349",56.2181818181818,100,5,0.5,45,3,2
"350",55.4181818181818,100,5,0.5,45,3,2
"351",44.6060606060606,0,5,1.5,45,3,2
"352",44.4363636363636,0,5,1.5,45,3,2
"353",37.9151515151515,25,5,1.5,45,3,2
"354",36.1454545454545,25,5,1.5,45,3,2
"355",33.2363636363636,50,5,1.5,45,3,2
"356",33.7454545454545,50,5,1.5,45,3,2
"357",43.5636363636364,75,5,1.5,45,3,2
"358",43.0787878787879,75,5,1.5,45,3,2
"359",58.6424242424242,100,5,1.5,45,3,2
"360",57.0909090909091,100,5,1.5,45,3,2
"361",39.830303030303,0,0,0.5,25,4,1
"362",39.1030303030303,0,0,0.5,25,4,1
"363",22.6181818181818,25,0,0.5,25,4,1
"364",21.8181818181818,25,0,0.5,25,4,1
"365",13.769696969697,50,0,0.5,25,4,1
"366",12.5575757575758,50,0,0.5,25,4,1
"367",17.1151515151515,75,0,0.5,25,4,1
"368",17.8666666666667,75,0,0.5,25,4,1
"369",23.5151515151515,100,0,0.5,25,4,1
"370",23.0787878787879,100,0,0.5,25,4,1
"371",40.5090909090909,0,0,1.5,25,4,1
"372",40.3636363636364,0,0,1.5,25,4,1
"373",24.0969696969697,25,0,1.5,25,4,1
"374",25.1393939393939,25,0,1.5,25,4,1
"375",16.4848484848485,50,0,1.5,25,4,1
"376",15.8060606060606,50,0,1.5,25,4,1
"377",19.9272727272727,75,0,1.5,25,4,1
"378",20.1939393939394,75,0,1.5,25,4,1
"379",26.6666666666667,100,0,1.5,25,4,1
"380",25.6969696969697,100,0,1.5,25,4,1
"381",42.4242424242424,0,2,0.5,25,4,1
"382",42.3515151515152,0,2,0.5,25,4,1
"383",26.6666666666667,25,2,0.5,25,4,1
"384",26.6666666666667,25,2,0.5,25,4,1
"385",17.430303030303,50,2,0.5,25,4,1
"386",17.8666666666667,50,2,0.5,25,4,1
"387",20.630303030303,75,2,0.5,25,4,1
"388",20.7515151515152,75,2,0.5,25,4,1
"389",28.8242424242424,100,2,0.5,25,4,1
"390",27.7818181818182,100,2,0.5,25,4,1
"391",43.2242424242424,0,2,1.5,25,4,1
"392",43.1272727272727,0,2,1.5,25,4,1
"393",28.8727272727273,25,2,1.5,25,4,1
"394",28.8242424242424,25,2,1.5,25,4,1
"395",19.2969696969697,50,2,1.5,25,4,1
"396",20.1454545454545,50,2,1.5,25,4,1
"397",23.0060606060606,75,2,1.5,25,4,1
"398",23.5878787878788,75,2,1.5,25,4,1
"399",30.5454545454545,100,2,1.5,25,4,1
"400",31.3939393939394,100,2,1.5,25,4,1
"401",46.5454545454545,0,5,0.5,25,4,1
"402",46.7151515151515,0,5,0.5,25,4,1
"403",33.2121212121212,25,5,0.5,25,4,1
"404",33.4060606060606,25,5,0.5,25,4,1
"405",23.9515151515152,50,5,0.5,25,4,1
"406",23.5393939393939,50,5,0.5,25,4,1
"407",28.169696969697,75,5,0.5,25,4,1
"408",27.1515151515152,75,5,0.5,25,4,1
"409",35.7090909090909,100,5,0.5,25,4,1
"410",36.8484848484848,100,5,0.5,25,4,1
"411",48,0,5,1.5,25,4,1
"412",47.8787878787879,0,5,1.5,25,4,1
"413",35.369696969697,25,5,1.5,25,4,1
"414",34.6181818181818,25,5,1.5,25,4,1
"415",25.9393939393939,50,5,1.5,25,4,1
"416",26.4727272727273,50,5,1.5,25,4,1
"417",29.6242424242424,75,5,1.5,25,4,1
"418",29.7212121212121,75,5,1.5,25,4,1
"419",39.5393939393939,100,5,1.5,25,4,1
"420",39.1757575757576,100,5,1.5,25,4,1
"421",37.0181818181818,0,0,0.5,35,4,1
"422",36.8484848484848,0,0,0.5,35,4,1
"423",19.0545454545455,25,0,0.5,35,4,1
"424",21.1878787878788,25,0,0.5,35,4,1
"425",13.4787878787879,50,0,0.5,35,4,1
"426",13.769696969697,50,0,0.5,35,4,1
"427",17.6969696969697,75,0,0.5,35,4,1
"428",17.6,75,0,0.5,35,4,1
"429",23.5636363636364,100,0,0.5,35,4,1
"430",24.1454545454545,100,0,0.5,35,4,1
"431",37.6242424242424,0,0,1.5,35,4,1
"432",37.7454545454545,0,0,1.5,35,4,1
"433",21.6727272727273,25,0,1.5,35,4,1
"434",21.0909090909091,25,0,1.5,35,4,1
"435",15.1272727272727,50,0,1.5,35,4,1
"436",15.6121212121212,50,0,1.5,35,4,1
"437",18.8121212121212,75,0,1.5,35,4,1
"438",19.5636363636364,75,0,1.5,35,4,1
"439",26.1818181818182,100,0,1.5,35,4,1
"440",27.2727272727273,100,0,1.5,35,4,1
"441",39.1515151515152,0,2,0.5,35,4,1
"442",40.0484848484848,0,2,0.5,35,4,1
"443",23.8787878787879,25,2,0.5,35,4,1
"444",24.7757575757576,25,2,0.5,35,4,1
"445",15.6606060606061,50,2,0.5,35,4,1
"446",16.5090909090909,50,2,0.5,35,4,1
"447",20.7757575757576,75,2,0.5,35,4,1
"448",21.4060606060606,75,2,0.5,35,4,1
"449",28.0242424242424,100,2,0.5,35,4,1
"450",28.5333333333333,100,2,0.5,35,4,1
"451",40.2909090909091,0,2,1.5,35,4,1
"452",40.1454545454545,0,2,1.5,35,4,1
"453",25.4060606060606,25,2,1.5,35,4,1
"454",26.2787878787879,25,2,1.5,35,4,1
"455",18.4727272727273,50,2,1.5,35,4,1
"456",18.7636363636364,50,2,1.5,35,4,1
"457",23.5151515151515,75,2,1.5,35,4,1
"458",23.3212121212121,75,2,1.5,35,4,1
"459",31.0545454545455,100,2,1.5,35,4,1
"460",31.8545454545455,100,2,1.5,35,4,1
"461",44.5333333333333,0,5,0.5,35,4,1
"462",44.9212121212121,0,5,0.5,35,4,1
"463",30.6424242424242,25,5,0.5,35,4,1
"464",31.2484848484848,25,5,0.5,35,4,1
"465",23.3212121212121,50,5,0.5,35,4,1
"466",23.369696969697,50,5,0.5,35,4,1
"467",26.6424242424242,75,5,0.5,35,4,1
"468",26.8848484848485,75,5,0.5,35,4,1
"469",35.9030303030303,100,5,0.5,35,4,1
"470",36.5575757575758,100,5,0.5,35,4,1
"471",44.7515151515152,0,5,1.5,35,4,1
"472",44.7272727272727,0,5,1.5,35,4,1
"473",32.5333333333333,25,5,1.5,35,4,1
"474",33.3575757575758,25,5,1.5,35,4,1
"475",25.5515151515152,50,5,1.5,35,4,1
"476",24.2909090909091,50,5,1.5,35,4,1
"477",29.8666666666667,75,5,1.5,35,4,1
"478",30.3030303030303,75,5,1.5,35,4,1
"479",40.9454545454545,100,5,1.5,35,4,1
"480",40.3393939393939,100,5,1.5,35,4,1
"481",36.3878787878788,0,0,0.5,45,4,1
"482",36.4363636363636,0,0,0.5,45,4,1
"483",20.4121212121212,25,0,0.5,45,4,1
"484",19.5878787878788,25,0,0.5,45,4,1
"485",13.6727272727273,50,0,0.5,45,4,1
"486",12.8484848484848,50,0,0.5,45,4,1
"487",17.430303030303,75,0,0.5,45,4,1
"488",17.0909090909091,75,0,0.5,45,4,1
"489",22.8848484848485,100,0,0.5,45,4,1
"490",22.4727272727273,100,0,0.5,45,4,1
"491",36.6545454545455,0,0,1.5,45,4,1
"492",37.8909090909091,0,0,1.5,45,4,1
"493",20.1454545454545,25,0,1.5,45,4,1
"494",20.169696969697,25,0,1.5,45,4,1
"495",15.830303030303,50,0,1.5,45,4,1
"496",14.7151515151515,50,0,1.5,45,4,1
"497",19.2727272727273,75,0,1.5,45,4,1
"498",19.4181818181818,75,0,1.5,45,4,1
"499",27.2484848484848,100,0,1.5,45,4,1
"500",26.3515151515152,100,0,1.5,45,4,1
"501",39.1515151515152,0,2,0.5,45,4,1
"502",39.3939393939394,0,2,0.5,45,4,1
"503",25.0909090909091,25,2,0.5,45,4,1
"504",23.7818181818182,25,2,0.5,45,4,1
"505",16.8969696969697,50,2,0.5,45,4,1
"506",15.830303030303,50,2,0.5,45,4,1
"507",21.0181818181818,75,2,0.5,45,4,1
"508",20.8484848484849,75,2,0.5,45,4,1
"509",27.9757575757576,100,2,0.5,45,4,1
"510",29.0181818181818,100,2,0.5,45,4,1
"511",40.1454545454545,0,2,1.5,45,4,1
"512",39.8787878787879,0,2,1.5,45,4,1
"513",25.0909090909091,25,2,1.5,45,4,1
"514",25.2848484848485,25,2,1.5,45,4,1
"515",18.569696969697,50,2,1.5,45,4,1
"516",18.7878787878788,50,2,1.5,45,4,1
"517",25.0181818181818,75,2,1.5,45,4,1
"518",23.5151515151515,75,2,1.5,45,4,1
"519",31.7575757575758,100,2,1.5,45,4,1
"520",31.2484848484848,100,2,1.5,45,4,1
"521",43.9272727272727,0,5,0.5,45,4,1
"522",43.8060606060606,0,5,0.5,45,4,1
"523",29.6242424242424,25,5,0.5,45,4,1
"524",30.9575757575758,25,5,0.5,45,4,1
"525",21.2121212121212,50,5,0.5,45,4,1
"526",21.3575757575758,50,5,0.5,45,4,1
"527",26.6666666666667,75,5,0.5,45,4,1
"528",27.2727272727273,75,5,0.5,45,4,1
"529",34.9333333333333,100,5,0.5,45,4,1
"530",36.5575757575758,100,5,0.5,45,4,1
"531",44.8242424242424,0,5,1.5,45,4,1
"532",45.2606060606061,0,5,1.5,45,4,1
"533",32.6060606060606,25,5,1.5,45,4,1
"534",31.7575757575758,25,5,1.5,45,4,1
"535",23.2,50,5,1.5,45,4,1
"536",24.7757575757576,50,5,1.5,45,4,1
"537",31.030303030303,75,5,1.5,45,4,1
"538",29.3090909090909,75,5,1.5,45,4,1
"539",41.0909090909091,100,5,1.5,45,4,1
"540",39.7333333333333,100,5,1.5,45,4,1
"541",39.2,0,0,0.5,25,4,2
"542",39.2727272727273,0,0,0.5,25,4,2
"543",25.0909090909091,25,0,0.5,25,4,2
"544",24.6060606060606,25,0,0.5,25,4,2
"545",18.3757575757576,50,0,0.5,25,4,2
"546",18.7878787878788,50,0,0.5,25,4,2
"547",23.8060606060606,75,0,0.5,25,4,2
"548",24.6545454545455,75,0,0.5,25,4,2
"549",30.6424242424242,100,0,0.5,25,4,2
"550",29.9393939393939,100,0,0.5,25,4,2
"551",40.4363636363636,0,0,1.5,25,4,2
"552",40.5818181818182,0,0,1.5,25,4,2
"553",26.2060606060606,25,0,1.5,25,4,2
"554",26.2545454545455,25,0,1.5,25,4,2
"555",18.8848484848485,50,0,1.5,25,4,2
"556",18.5939393939394,50,0,1.5,25,4,2
"557",25.4545454545455,75,0,1.5,25,4,2
"558",25.2848484848485,75,0,1.5,25,4,2
"559",32.8969696969697,100,0,1.5,25,4,2
"560",31.830303030303,100,0,1.5,25,4,2
"561",42.1090909090909,0,2,0.5,25,4,2
